name,crust,size,energy_kcal_100g,energy_kj_100g,fat_g_100g,sat_g_100g,carb_g_100g,sugars_g_100g,fibre_g_100g,protein_g_100g,salt_g_100g,sodium_g_100g,energy_kcal_serv,energy_kj_serv,fat_g_serv,sat_g_serv,carb_g_serv,sugars_g_serv,fibre_g_serv,protein_g_serv,salt_g_serv,sodium_g_serv,energy_kcal_rda,fat_rda,sat_rda,carb_rda,sugars_rda,fibre_rda,protein_rda,salt_rda,sodium_rda
Fiery Vegi Sizzler,Stuffed Crust,Medium,231,969,8.8,4.5,27.6,6.8,3.9,8.5,1.21,0.48,552,2318,21,10.8,66.1,16.4,9.3,20.4,2.9,1.14,0.28,0.3,0.54,0.25,0.18,0.31,0.41,0.48,0.48
Fiery Vegi Sizzler,Thin & Crispy Crust,Large,240,1009,9.3,4.7,29.6,6,2,8.7,1.16,0.46,378,1584,14.5,7.3,46.4,9.4,3.2,13.7,1.83,0.72,0.19,0.21,0.36,0.18,0.1,0.11,0.27,0.3,0.3
Fiery Vegi Sizzler,Thin & Crispy Crust,Medium,252,1057,9.6,4.9,29.9,5.9,1.9,10.5,1.56,0.61,349,1464,13.3,6.8,41.4,8.1,2.6,14.5,2.16,0.85,0.17,0.19,0.34,0.16,0.09,0.09,0.29,0.36,0.35
Four Vegi,Classic Crust,Large,246,1036,7.4,3.7,33.2,6.9,2.3,11,1.12,0.44,539,2270,16.1,8,72.6,15,5.1,24.2,2.46,0.97,0.27,0.23,0.4,0.28,0.17,0.17,0.48,0.41,0.4
Four Vegi,Classic Crust,Medium,254,1069,7.9,4.1,35,7.1,2.6,9.8,1.08,0.43,479,2015,14.9,7.7,66,13.3,4.9,18.5,2.04,0.8,0.24,0.21,0.38,0.25,0.15,0.16,0.37,0.34,0.33
Four Vegi,Classic Crust,Small,225,940,6.2,3.3,30.5,4.5,2.7,10.6,0.94,0.37,867,3628,24.1,12.9,117.8,17.3,10.4,41,3.61,1.42,0.43,0.34,0.64,0.45,0.19,0.35,0.82,0.6,0.59
Four Vegi,Classic Crust,Personal,286,1206,6.9,3.4,45.9,6.7,2.6,9.2,1.2,0.47,515,2173,12.4,6.2,82.8,12.2,4.7,16.5,2.17,0.85,0.26,0.18,0.31,0.32,0.14,0.16,0.33,0.36,0.35
Four Vegi,Italian Style Crust,Large,237,996,7.8,4,28.3,7.9,2.5,12.7,1.13,0.44,429,1803,14,7.2,51.2,14.2,4.6,23,2.05,0.8,0.21,0.2,0.36,0.2,0.16,0.15,0.46,0.34,0.33
Four Vegi,Italian Style Crust,Medium,236,990,7.6,3.9,29.3,7.6,2.8,11.6,1.13,0.44,370,1555,11.9,6.2,46,12,4.4,18.3,1.77,0.7,0.18,0.17,0.31,0.18,0.13,0.15,0.37,0.3,0.29
Four Vegi,Italian Style Crust,Small,255,1074,7.8,4.2,35.2,4.2,2.5,10.4,1.16,0.46,737,3101,22.5,12.2,101.8,12.2,7.2,30,3.36,1.32,0.37,0.32,0.61,0.39,0.14,0.24,0.6,0.56,0.55
Four Vegi,Stuffed Crust,Large,229,961,7.9,4.4,27.7,7,4.3,10,1.06,0.42,586,2457,20.2,11.2,70.7,18,10.9,25.5,2.7,1.06,0.29,0.29,0.56,0.27,0.2,0.36,0.51,0.45,0.44
Four Vegi,Stuffed Crust,Medium,241,1010,8.9,4.6,29.3,7.2,4.2,9,1.11,0.44,568,2383,21.1,10.9,69.3,17,9.9,21.2,2.62,1.03,0.28,0.3,0.55,0.27,0.19,0.33,0.42,0.44,0.43
Four Vegi,Thin & Crispy Crust,Large,258,1082,9.6,4.8,32.6,6.6,2.6,9.5,0.98,0.39,393,1650,14.6,7.4,49.7,10,3.9,14.6,1.5,0.59,0.2,0.21,0.37,0.19,0.11,0.13,0.29,0.25,0.25
Four Vegi,Thin & Crispy Crust,Medium,269,1130,9.9,5,32.9,6.5,2.4,11.3,1.39,0.55,365,1529,13.4,6.8,44.6,8.7,3.3,15.3,1.88,0.74,0.18,0.19,0.34,0.17,0.1,0.11,0.31,0.31,0.31
Full House,Classic Crust,Large,245,1032,9.1,4.2,28.5,6.2,1.8,11.8,1.26,0.5,633,2661,23.4,10.9,73.5,16,4.8,30.5,3.26,1.28,0.32,0.33,0.55,0.28,0.18,0.16,0.61,0.54,0.53
Full House,Classic Crust,Medium,253,1062,9.8,4.7,29.6,6.3,2,10.9,1.25,0.49,568,2385,21.9,10.5,66.5,14.1,4.5,24.5,2.81,1.11,0.28,0.31,0.52,0.26,0.16,0.15,0.49,0.47,0.46
Full House,Classic Crust,Small,228,954,8.3,4,26,4.1,2.1,11.6,1.13,0.44,1043,4359,38,18.4,118.6,18.8,9.6,52.9,5.16,2.03,0.52,0.54,0.92,0.46,0.21,0.32,1.06,0.86,0.85
Full House,Classic Crust,Personal,278,1169,9.4,4.3,36.9,5.8,1.9,10.7,1.4,0.55,623,2622,21.1,9.6,82.8,13,4.2,24,3.15,1.24,0.31,0.3,0.48,0.32,0.14,0.14,0.48,0.52,0.52
Full House,Italian Style Crust,Large,238,998,9.7,4.6,23.7,6.9,1.9,13.3,1.29,0.51,523,2195,21.3,10.1,52,15.1,4.2,29.3,2.84,1.12,0.26,0.3,0.5,0.2,0.17,0.14,0.59,0.47,0.47
Full House,Italian Style Crust,Medium,238,996,9.8,4.6,24,6.6,2.1,12.6,1.32,0.52,459,1926,18.9,8.9,46.5,12.8,4,24.3,2.55,1,0.23,0.27,0.44,0.18,0.14,0.13,0.49,0.42,0.42
Full House,Italian Style Crust,Small,254,1065,10.1,4.9,28.5,3.8,1.8,11.7,1.36,0.54,913,3833,36.4,17.7,102.5,13.7,6.5,42,4.9,1.93,0.46,0.52,0.88,0.39,0.15,0.22,0.84,0.82,0.8
Full House,Stuffed Crust,Large,231,967,9.3,4.8,24.3,6.4,3.6,10.8,1.19,0.47,680,2848,27.5,14.1,71.5,18.9,10.6,31.8,3.5,1.38,0.34,0.39,0.7,0.28,0.21,0.35,0.64,0.58,0.57
Full House,Stuffed Crust,Medium,242,1012,10.3,5,25.6,6.5,3.5,10,1.25,0.49,657,2753,28.1,13.6,69.7,17.7,9.5,27.2,3.4,1.34,0.33,0.4,0.68,0.27,0.2,0.32,0.54,0.57,0.56
Full House,Thin & Crispy Crust,Large,255,1067,11.4,5.3,26.4,5.7,1.8,10.9,1.2,0.47,487,2041,21.9,10.2,50.5,10.9,3.5,20.8,2.29,0.9,0.24,0.31,0.51,0.19,0.12,0.12,0.42,0.38,0.38
Full House,Thin & Crispy Crust,Medium,264,1107,11.9,5.6,26.2,5.5,1.7,12.5,1.55,0.61,454,1900,20.4,9.6,45,9.5,2.9,21.4,2.65,1.04,0.23,0.29,0.48,0.17,0.11,0.1,0.43,0.44,0.43
Ham & Pineapple,Classic Crust,Large,244,1027,7.4,3.7,31.3,7.2,1.8,12.1,1.31,0.52,551,2323,16.7,8.3,70.9,16.2,4.1,27.5,2.97,1.17,0.28,0.24,0.42,0.27,0.18,0.14,0.55,0.5,0.49
Ham & Pineapple,Classic Crust,Medium,250,1052,7.9,4.1,32.7,7.3,2,11.1,1.3,0.51,492,2068,15.5,8,64.2,14.4,4,21.8,2.56,1.01,0.25,0.22,0.4,0.25,0.16,0.13,0.44,0.43,0.42
Ham & Pineapple,Classic Crust,Small,221,924,6.3,3.3,28.2,4.7,2.1,11.8,1.15,0.45,893,3738,25.4,13.5,114.2,19.2,8.6,47.8,4.65,1.83,0.45,0.36,0.68,0.44,0.21,0.29,0.96,0.78,0.76
Ham & Pineapple,Classic Crust,Personal,277,1170,6.9,3.4,42.8,7.1,2,10.3,1.36,0.53,522,2204,12.9,6.4,80.5,13.3,3.7,19.3,2.56,1,0.26,0.18,0.32,0.31,0.15,0.12,0.39,0.43,0.42
Ham & Pineapple,Italian Style Crust,Large,235,986,7.8,4,26.3,8.2,1.9,13.9,1.36,0.53,442,1857,14.7,7.5,49.5,15.4,3.6,26.2,2.56,1.01,0.22,0.21,0.38,0.19,0.17,0.12,0.52,0.43,0.42
Ham & Pineapple,Italian Style Crust,Medium,232,973,7.6,3.9,26.7,7.9,2.1,13.1,1.39,0.54,383,1609,12.5,6.5,44.2,13.1,3.4,21.6,2.29,0.9,0.19,0.18,0.32,0.17,0.15,0.11,0.43,0.38,0.38
Ham & Pineapple,Italian Style Crust,Small,248,1044,7.7,4.2,31.9,4.6,1.8,12,1.43,0.56,763,3211,23.8,12.8,98.2,14.2,5.4,36.8,4.39,1.73,0.38,0.34,0.64,0.38,0.16,0.18,0.74,0.73,0.72
Ham & Pineapple,Stuffed Crust,Large,228,955,7.9,4.4,26.2,7.3,3.8,11,1.22,0.48,599,2510,20.8,11.5,69,19.2,9.9,28.8,3.21,1.26,0.3,0.3,0.57,0.27,0.21,0.33,0.58,0.54,0.52
Ham & Pineapple,Stuffed Crust,Medium,238,998,8.9,4.6,27.6,7.4,3.7,10.1,1.29,0.51,581,2437,21.7,11.2,67.4,18,9,24.5,3.14,1.23,0.29,0.31,0.56,0.26,0.2,0.3,0.49,0.52,0.51
Ham & Pineapple,Thin & Crispy Crust,Large,254,1066,9.5,4.8,30,7,1.8,11.2,1.26,0.5,406,1703,15.2,7.6,47.9,11.2,2.9,17.8,2.01,0.79,0.2,0.22,0.38,0.18,0.12,0.1,0.36,0.34,0.33
Ham & Pineapple,Thin & Crispy Crust,Medium,263,1103,9.8,4.9,29.8,6.8,1.6,13,1.67,0.66,377,1583,14,7.1,42.8,9.8,2.3,18.7,2.39,0.94,0.19,0.2,0.36,0.16,0.11,0.08,0.37,0.4,0.39
Hawaiian,Classic Crust,Large,229,966,6.9,3.4,29.3,6.7,1.8,11.6,1.23,0.48,556,2341,16.8,8.3,71,16.3,4.3,28.2,2.98,1.17,0.28,0.24,0.42,0.27,0.18,0.14,0.56,0.5,0.49
Hawaiian,Classic Crust,Medium,235,989,7.4,3.8,30.5,6.8,2,10.7,1.21,0.48,496,2084,15.6,8,64.3,14.4,4.2,22.5,2.56,1.01,0.25,0.22,0.4,0.25,0.16,0.14,0.45,0.43,0.42
Hawaiian,Classic Crust,Small,209,876,5.9,3.1,26.6,4.5,2.1,11.4,1.08,0.43,900,3766,25.5,13.5,114.3,19.3,8.9,48.9,4.66,1.83,0.45,0.36,0.68,0.44,0.21,0.3,0.98,0.78,0.76
Hawaiian,Classic Crust,Personal,262,1104,6.5,3.2,40.1,6.6,1.9,9.9,1.27,0.5,526,2218,13,6.5,80.6,13.3,3.9,19.9,2.56,1.01,0.26,0.19,0.32,0.31,0.15,0.13,0.4,0.43,0.42
Hawaiian,Italian Style Crust,Large,219,918,7.2,3.7,24.2,7.6,1.9,13.2,1.26,0.49,446,1875,14.8,7.5,49.5,15.5,3.8,27,2.56,1.01,0.22,0.21,0.38,0.19,0.17,0.13,0.54,0.43,0.42
Hawaiian,Italian Style Crust,Medium,216,905,7,3.6,24.7,7.3,2,12.4,1.28,0.5,387,1624,12.6,6.5,44.2,13.1,3.6,22.2,2.29,0.9,0.19,0.18,0.32,0.17,0.15,0.12,0.44,0.38,0.38
Hawaiian,Italian Style Crust,Small,231,973,7.2,3.8,29.5,4.3,1.7,11.4,1.32,0.52,770,3239,23.9,12.8,98.3,14.2,5.7,38,4.4,1.73,0.38,0.34,0.64,0.38,0.16,0.19,0.76,0.73,0.72
Hawaiian,Stuffed Crust,Large,216,907,7.5,4.1,24.8,6.9,3.6,10.6,1.16,0.45,603,2528,20.9,11.5,69,19.2,10.1,29.5,3.22,1.27,0.3,0.3,0.57,0.27,0.21,0.34,0.59,0.54,0.53
Hawaiian,Stuffed Crust,Medium,226,950,8.4,4.3,26.1,7,3.5,9.7,1.22,0.48,585,2452,21.8,11.2,67.5,18.1,9.2,25.2,3.14,1.24,0.29,0.31,0.56,0.26,0.2,0.31,0.5,0.52,0.52
Hawaiian,Thin & Crispy Crust,Large,233,979,8.7,4.4,27.3,6.4,1.8,10.5,1.15,0.45,410,1721,15.3,7.7,48,11.2,3.1,18.5,2.02,0.79,0.2,0.22,0.38,0.18,0.12,0.1,0.37,0.34,0.33
Hawaiian,Thin & Crispy Crust,Medium,242,1014,9,4.5,27.2,6.2,1.6,12.3,1.52,0.6,381,1598,14.1,7.1,42.8,9.8,2.5,19.3,2.4,0.94,0.19,0.2,0.36,0.16,0.11,0.08,0.39,0.4,0.39
Hot & Spicy,Classic Crust,Large,247,1042,8.2,4,31.1,6.4,2,11.4,1.35,0.53,557,2344,18.5,9.1,70,14.5,4.6,25.6,3.03,1.19,0.28,0.26,0.45,0.27,0.16,0.15,0.51,0.5,0.5
Hot & Spicy,Classic Crust,Medium,256,1076,8.8,4.5,32.9,6.6,2.3,10.2,1.31,0.52,492,2069,17,8.6,63.3,12.8,4.4,19.6,2.53,0.99,0.25,0.24,0.43,0.24,0.14,0.15,0.39,0.42,0.41
Hot & Spicy,Classic Crust,Small,223,931,7.1,3.7,27.9,4.1,2.4,10.8,1.16,0.45,772,3228,24.5,12.8,96.7,14.2,8.2,37.5,4.01,1.58,0.39,0.35,0.64,0.37,0.16,0.27,0.75,0.67,0.66
Hot & Spicy,Classic Crust,Personal,286,1208,7.8,3.9,43.5,6.4,2.2,9.5,1.38,0.54,524,2209,14.3,7.1,79.6,11.7,4,17.5,2.53,0.99,0.26,0.2,0.36,0.31,0.13,0.13,0.35,0.42,0.41
Hot & Spicy,Italian Style Crust,Large,239,1004,8.8,4.4,26,7.3,2.2,13,1.4,0.55,447,1877,16.4,8.2,48.6,13.7,4.1,24.4,2.62,1.03,0.22,0.23,0.41,0.19,0.15,0.14,0.49,0.44,0.43
Hot & Spicy,Italian Style Crust,Medium,238,1000,8.7,4.4,26.9,7.1,2.4,12.1,1.4,0.55,384,1610,14,7.1,43.3,11.5,3.8,19.4,2.26,0.89,0.19,0.2,0.36,0.17,0.13,0.13,0.39,0.38,0.37
Hot & Spicy,Italian Style Crust,Small,257,1080,8.9,4.7,32.6,3.8,2.1,10.8,1.43,0.56,762,3205,26.4,13.9,96.6,11.3,6.2,32.2,4.23,1.66,0.38,0.38,0.7,0.37,0.13,0.21,0.64,0.7,0.69
Hot & Spicy,Stuffed Crust,Large,231,968,8.6,4.7,26,6.7,4,10.3,1.25,0.49,604,2531,22.6,12.3,68.1,17.4,10.4,26.9,3.27,1.29,0.3,0.32,0.62,0.26,0.19,0.35,0.54,0.55,0.54
Hot & Spicy,Stuffed Crust,Medium,242,1017,9.7,4.9,27.7,6.8,3.9,9.3,1.3,0.51,581,2437,23.1,11.8,66.5,16.4,9.4,22.3,3.11,1.22,0.29,0.33,0.59,0.26,0.18,0.31,0.45,0.52,0.51
Hot & Spicy,Thin & Crispy Crust,Large,260,1088,10.7,5.3,29.7,6,2.1,10.1,1.31,0.51,411,1723,17,8.4,47,9.4,3.4,15.9,2.07,0.81,0.21,0.24,0.42,0.18,0.1,0.11,0.32,0.34,0.34
Hot & Spicy,Thin & Crispy Crust,Medium,271,1138,11.1,5.5,30.1,5.9,2,11.8,1.7,0.67,378,1584,15.5,7.7,41.9,8.2,2.8,16.5,2.37,0.93,0.19,0.22,0.38,0.16,0.09,0.09,0.33,0.4,0.39
House Special Tandoori Chicken,Classic Crust,Large,272,1140,11.9,5.2,26.6,5.3,1.6,13.9,1.51,0.59,724,3042,31.7,13.7,70.9,14.3,4.3,37,4.03,1.58,0.36,0.45,0.68,0.27,0.16,0.14,0.74,0.67,0.66
House Special Tandoori Chicken,Classic Crust,Medium,281,1179,12.8,5.6,27.6,5.4,1.8,13.1,1.52,0.6,655,2748,29.9,13.1,64.2,12.6,4.2,30.5,3.53,1.39,0.33,0.43,0.66,0.25,0.14,0.14,0.61,0.59,0.58
House Special Tandoori Chicken,Classic Crust,Small,256,1069,11.3,4.9,24.3,3.4,1.9,13.4,1.37,0.54,1200,5010,52.8,22.8,114.1,15.8,8.9,62.9,6.44,2.53,0.6,0.75,1.14,0.44,0.18,0.3,1.26,1.07,1.05
House Special Tandoori Chicken,Classic Crust,Personal,311,1307,13.2,5.1,34.7,5,1.7,12.5,1.68,0.66,720,3026,30.7,11.9,80.5,11.5,3.9,28.9,3.89,1.53,0.36,0.44,0.6,0.31,0.13,0.13,0.58,0.65,0.64
House Special Tandoori Chicken,Italian Style Crust,Large,269,1126,13,5.6,21.6,5.9,1.7,15.6,1.58,0.62,615,2575,29.7,12.9,49.4,13.4,3.8,35.8,3.61,1.42,0.31,0.42,0.64,0.19,0.15,0.13,0.72,0.6,0.59
House Special Tandoori Chicken,Italian Style Crust,Medium,271,1134,13.3,5.7,21.9,5.6,1.8,15,1.62,0.64,547,2288,26.9,11.6,44.2,11.3,3.6,30.3,3.27,1.28,0.27,0.38,0.58,0.17,0.13,0.12,0.61,0.55,0.53
House Special Tandoori Chicken,Italian Style Crust,Small,288,1207,13.8,5.9,26.4,2.9,1.5,14,1.66,0.65,1070,4484,51.3,22.1,98,10.8,5.8,51.9,6.18,2.43,0.54,0.73,1.1,0.38,0.12,0.19,1.04,1.03,1.01
House Special Tandoori Chicken,Stuffed Crust,Large,254,1065,11.8,5.6,22.7,5.7,3.3,12.6,1.41,0.55,772,3229,35.8,17,69,17.2,10.2,38.3,4.27,1.68,0.39,0.51,0.85,0.27,0.19,0.34,0.77,0.71,0.7
House Special Tandoori Chicken,Stuffed Crust,Medium,265,1111,12.8,5.8,24,5.8,3.3,11.8,1.47,0.58,744,3116,36,16.3,67.5,16.2,9.2,33.2,4.12,1.62,0.37,0.51,0.82,0.26,0.18,0.31,0.66,0.69,0.68
House Special Tandoori Chicken,Thin & Crispy Crust,Large,289,1209,15.1,6.5,23.9,4.6,1.6,13.6,1.53,0.6,579,2421,30.2,13.1,47.9,9.2,3.1,27.3,3.06,1.21,0.29,0.43,0.66,0.18,0.1,0.1,0.55,0.51,0.5
House Special Tandoori Chicken,Thin & Crispy Crust,Medium,301,1257,15.8,6.8,23.8,4.4,1.4,15.2,1.87,0.74,541,2262,28.4,12.2,42.8,8,2.5,27.4,3.37,1.33,0.27,0.41,0.61,0.16,0.09,0.08,0.55,0.56,0.55
Meateor,Classic Crust,Large,309,1290,16.6,7.4,27.6,11.3,1.7,11.4,1.62,0.64,747,3126,40.1,17.9,66.9,27.3,4.2,27.5,3.93,1.55,0.37,0.57,0.89,0.26,0.3,0.14,0.55,0.66,0.65
Meateor,Classic Crust,Medium,322,1354,13.9,6,34,10.5,1.8,14.5,1.63,0.64,685,2876,29.6,12.7,72.3,22.3,3.8,30.8,3.47,1.37,0.34,0.42,0.64,0.28,0.25,0.13,0.62,0.58,0.57
Meateor,Classic Crust,Small,322,1351,15,6.1,33.7,10.2,1.4,12.5,1.88,0.74,1187,4979,55.2,22.4,124,37.6,5,46.2,6.93,2.73,0.59,0.79,1.12,0.48,0.42,0.17,0.92,1.16,1.14
Meateor,Classic Crust,Personal,346,1451,15,5.8,38.1,10.1,1.6,13.9,1.99,0.78,779,3268,33.7,13,85.8,22.7,3.6,31.3,4.48,1.76,0.39,0.48,0.65,0.33,0.25,0.12,0.63,0.75,0.73
Meateor,Italian Style Crust,Large,318,1336,13.9,5.6,36.4,13.4,1.7,11,1.95,0.77,650,2727,28.4,11.5,74.4,27.4,3.6,22.5,3.98,1.56,0.32,0.41,0.57,0.29,0.3,0.12,0.45,0.66,0.65
Meateor,Italian Style Crust,Medium,313,1314,13.6,5.6,35.5,13.8,2.2,11.1,2,0.79,700,2940,30.4,12.5,79.4,30.8,4.8,24.9,4.47,1.76,0.35,0.43,0.62,0.31,0.34,0.16,0.5,0.74,0.73
Meateor,Italian Style Crust,Small,305,1272,14.8,6.2,29.4,10.7,1.6,12.7,1.88,0.74,1042,4349,50.7,21.2,100.5,36.6,5.5,43.5,6.42,2.53,0.52,0.72,1.06,0.39,0.41,0.18,0.87,1.07,1.05
Meateor,Stuffed Crust,Large,310,1302,14,6.5,29.6,9,2.3,15.4,1.88,0.74,865,3630,39.1,18.3,82.4,25.1,6.5,42.8,5.24,2.06,0.43,0.56,0.92,0.32,0.28,0.22,0.86,0.87,0.86
Meateor,Stuffed Crust,Medium,307,1285,13.8,6.2,29.1,9.5,3.6,14.7,1.72,0.68,798,3340,35.9,16,75.6,24.8,9.2,38.3,4.48,1.76,0.4,0.51,0.8,0.29,0.28,0.31,0.77,0.75,0.73
Meateor,Thin & Crispy Crust,Large,331,1387,16.6,6.8,29.6,12,2.6,14.5,1.97,0.77,581,2435,29.2,11.9,51.9,21.1,4.6,25.5,3.46,1.36,0.29,0.42,0.6,0.2,0.23,0.15,0.51,0.58,0.57
Meateor,Thin & Crispy Crust,Medium,337,1410,17.2,6.9,31.8,11.7,2.6,12.4,2.04,0.8,537,2247,27.5,11,50.7,18.7,4.2,19.7,3.25,1.28,0.27,0.39,0.55,0.2,0.21,0.14,0.39,0.54,0.53
Meatilicious,Classic Crust,Large,285,1197,11.1,4.5,30.4,6,1.8,15,1.55,0.61,648,2729,25.2,10.2,69.3,13.6,4.1,34.3,3.52,1.38,0.32,0.36,0.51,0.27,0.15,0.14,0.69,0.59,0.57
Meatilicious,Classic Crust,Medium,295,1238,12,5,31.6,6,2,14.1,1.55,0.61,585,2456,23.8,9.8,62.8,12,4,28,3.07,1.21,0.29,0.34,0.49,0.24,0.13,0.13,0.56,0.51,0.5
Meatilicious,Classic Crust,Small,263,1101,10.3,4.2,27.1,3.6,2.1,14.6,1.39,0.55,1084,4536,42.4,17.2,111.8,14.8,8.6,60,5.71,2.24,0.54,0.61,0.86,0.43,0.16,0.29,1.2,0.95,0.93
Meatilicious,Classic Crust,Personal,319,1343,12.1,4.3,38.2,5.3,1.8,13.6,1.72,0.68,664,2796,25.2,9,79.5,11.1,3.7,28.2,3.58,1.41,0.33,0.36,0.45,0.31,0.12,0.12,0.56,0.6,0.59
Meatilicious,Italian Style Crust,Large,284,1191,12.2,4.9,25.2,6.7,1.9,17.4,1.64,0.64,539,2262,23.1,9.3,47.9,12.8,3.6,33.1,3.11,1.22,0.27,0.33,0.46,0.18,0.14,0.12,0.66,0.52,0.51
Meatilicious,Italian Style Crust,Medium,285,1195,12.4,5,25.6,6.4,2.1,16.6,1.68,0.66,476,1997,20.8,8.3,42.8,10.6,3.4,27.8,2.8,1.1,0.24,0.3,0.42,0.16,0.12,0.11,0.56,0.47,0.46
Meatilicious,Italian Style Crust,Small,303,1273,13,5.2,30.4,3.1,1.7,15.6,1.73,0.68,954,4009,40.8,16.5,95.7,9.7,5.4,49,5.45,2.14,0.48,0.58,0.82,0.37,0.11,0.18,0.98,0.91,0.89
Meatilicious,Stuffed Crust,Large,263,1103,11.1,5.1,25.5,6.2,3.8,13.5,1.42,0.56,696,2915,29.3,13.4,67.4,16.5,9.9,35.6,3.76,1.48,0.35,0.42,0.67,0.26,0.18,0.33,0.71,0.63,0.62
Meatilicious,Stuffed Crust,Medium,274,1149,12.2,5.3,26.8,6.4,3.6,12.5,1.49,0.58,673,2823,29.9,13,66,15.6,9,30.7,3.65,1.44,0.34,0.43,0.65,0.25,0.17,0.3,0.61,0.61,0.6
Meatilicious,Thin & Crispy Crust,Large,312,1307,14.7,5.9,28.7,5.3,1.8,15.3,1.59,0.62,496,2081,23.4,9.4,45.8,8.4,2.9,24.3,2.52,0.99,0.25,0.33,0.47,0.18,0.09,0.1,0.49,0.42,0.41
Meatilicious,Thin & Crispy Crust,Medium,324,1356,15.3,6.1,28.5,5.1,1.6,17.1,2,0.79,470,1970,22.3,8.9,41.3,7.4,2.3,24.9,2.91,1.14,0.24,0.32,0.44,0.16,0.08,0.08,0.5,0.49,0.48
Meat Lovers,Classic Crust,Large,287,1207,12.4,5,29.3,5.7,1.8,13.8,1.67,0.66,676,2841,29.1,11.8,68.9,13.5,4.2,32.6,3.93,1.55,0.34,0.42,0.59,0.26,0.15,0.14,0.65,0.66,0.65
Meat Lovers,Classic Crust,Medium,297,1247,13.4,5.5,30.3,5.8,1.9,12.9,1.69,0.66,612,2565,27.5,11.4,62.4,11.9,4,26.6,3.47,1.37,0.31,0.39,0.57,0.24,0.13,0.13,0.53,0.58,0.57
Meat Lovers,Classic Crust,Small,267,1115,11.6,4.7,26.1,3.4,2,13.5,1.53,0.6,1135,4742,49.5,20.1,110.9,14.6,8.7,57.3,6.49,2.55,0.57,0.71,1.01,0.43,0.16,0.29,1.15,1.08,1.06
Meat Lovers,Classic Crust,Personal,324,1364,12.5,4.5,40.1,5.6,1.9,11.9,1.7,0.67,637,2680,24.6,8.9,78.8,11,3.7,23.3,3.34,1.31,0.32,0.35,0.44,0.3,0.12,0.12,0.47,0.56,0.55
Meat Lovers,Italian Style Crust,Large,287,1203,13.7,5.6,24,6.4,1.8,15.9,1.78,0.7,567,2374,27.1,11,47.5,12.7,3.6,31.4,3.52,1.38,0.28,0.39,0.55,0.18,0.14,0.12,0.63,0.59,0.57
Meat Lovers,Italian Style Crust,Medium,288,1208,14,5.6,24.3,6.1,2,15.1,1.84,0.72,503,2106,24.5,9.8,42.4,10.6,3.5,26.4,3.2,1.26,0.25,0.35,0.49,0.16,0.12,0.12,0.53,0.53,0.52
Meat Lovers,Italian Style Crust,Small,306,1284,14.6,5.9,28.9,2.9,1.7,14.1,1.9,0.75,1005,4215,47.9,19.4,94.8,9.6,5.5,46.3,6.24,2.45,0.5,0.68,0.97,0.36,0.11,0.18,0.93,1.04,1.02
Meat Lovers,Stuffed Crust,Large,266,1113,12.2,5.5,24.6,6,3.7,12.5,1.53,0.6,723,3028,33.2,15,67,16.4,10,33.9,4.17,1.64,0.36,0.47,0.75,0.26,0.18,0.33,0.68,0.7,0.68
Meat Lovers,Stuffed Crust,Medium,277,1159,13.3,5.7,25.9,6.1,3.6,11.6,1.6,0.63,700,2934,33.6,14.5,65.6,15.6,9,29.3,4.06,1.59,0.35,0.48,0.72,0.25,0.17,0.3,0.59,0.68,0.66
Meat Lovers,Thin & Crispy Crust,Large,314,1315,16.4,6.6,27.2,5,1.7,13.6,1.76,0.69,530,2220,27.6,11.2,45.9,8.5,2.9,22.9,2.97,1.17,0.26,0.39,0.56,0.18,0.09,0.1,0.46,0.5,0.49
Meat Lovers,Thin & Crispy Crust,Medium,326,1363,17,6.9,26.8,4.8,1.6,15.4,2.17,0.85,497,2080,26,10.5,41,7.3,2.4,23.5,3.31,1.3,0.25,0.37,0.52,0.16,0.08,0.08,0.47,0.55,0.54
Meatzza Pizza,Classic Crust,Large,282,1183,11.6,5.3,29.5,5.8,1.8,14.1,1.64,0.65,664,2789,27.2,12.5,69.6,13.6,4.2,33.2,3.87,1.52,0.33,0.39,0.62,0.27,0.15,0.14,0.66,0.64,0.63
Meatzza Pizza,Classic Crust,Medium,291,1221,12.5,5.8,30.5,5.8,1.9,13.2,1.66,0.65,600,2516,25.7,12,63,12,4,27.2,3.42,1.34,0.3,0.37,0.6,0.24,0.13,0.13,0.54,0.57,0.56
Meatzza Pizza,Classic Crust,Small,261,1088,10.7,5.1,26.4,3.5,2,13.7,1.49,0.59,1108,4629,45.5,21.5,112.2,14.8,8.7,58.3,6.35,2.5,0.55,0.65,1.07,0.43,0.16,0.29,1.17,1.06,1.04
Meatzza Pizza,Classic Crust,Personal,315,1324,11,5,40.9,5.7,1.9,12.2,1.64,0.65,612,2577,21.3,9.8,79.6,11.1,3.8,23.8,3.19,1.26,0.31,0.3,0.49,0.31,0.12,0.13,0.48,0.53,0.52
Meatzza Pizza,Italian Style Crust,Large,280,1174,12.7,5.9,24.3,6.5,1.8,16.2,1.75,0.69,554,2319,25.2,11.7,48.1,12.8,3.6,31.9,3.45,1.36,0.28,0.36,0.58,0.18,0.14,0.12,0.64,0.58,0.57
